transaction_id,customer_id,account_number,transaction_date,transaction_type,amount,currency,branch_code,status,risk_score,region,product_code
TXN0003174,CUST1975,ACC211600,2024-01-07,WITHDRAWAL,-29238.99,USD,BR923,COMPLETED,31.34,EAST,CREDIT
TXN0003175,CUST1359,ACC587506,2024-03-06,PAYMENT,65396.01,GBP,BR702,COMPLETED,79.42,NORTH,SAVINGS
TXN0003176,CUST3420,ACC945392,2024-01-19,PAYMENT,17810.55,USD,BR139,PENDING,82.31,NORTH,MORTGAGE
TXN0003177,CUST3320,ACC186654,2024-11-20,TRANSFER,850.27,USD,BR515,PENDING,32.21,WEST,SAVINGS
TXN0003178,CUST2817,ACC463108,2024-04-16,CREDIT,-2481.14,USD,BR550,COMPLETED,98.15,EAST,LOAN
TXN0003179,CUST9622,ACC819391,2024-01-26,CREDIT,82094.7,USD,BR600,COMPLETED,67.22,WEST,CHECKING
TXN0003180,CUST6978,ACC868260,2024-05-21,DEBIT,586.51,USD,BR404,PENDING,44.77,SOUTH,SAVINGS
TXN0003181,CUST2188,ACC206330,2024-12-31,DEBIT,20576.33,USD,BR756,COMPLETED,41.01,CENTRAL,SAVINGS
TXN0003182,CUST7120,ACC787728,2024-12-22,CREDIT,29569.9,EUR,BR247,,14.7,WEST,CHECKING
TXN0003183,CUST7481,ACC524121,2024-03-17,CREDIT,92903.99,EUR,BR166,,73.09,WEST,SAVINGS
TXN0003184,CUST2655,ACC942583,2024-04-22,CREDIT,-29978.48,USD,BR850,COMPLETED,81.91,SOUTH,LOAN
TXN0003185,CUST6514,ACC946112,2024-03-08,TRANSFER,-21143.23,GBP,BR954,COMPLETED,26.25,EAST,CHECKING
TXN0003186,CUST5944,ACC112818,2024-03-07,CREDIT,31587.39,USD,BR107,COMPLETED,59.28,NORTH,SAVINGS
TXN0003187,CUST6285,ACC268698,2024-08-12,CREDIT,73583.11,USD,BR971,COMPLETED,68.61,CENTRAL,CHECKING
TXN0003188,CUST3235,ACC434522,2024-09-11,DEBIT,-19620.54,USD,BR876,COMPLETED,59.61,WEST,MORTGAGE
TXN0003189,CUST3580,ACC234993,2024-07-02,DEBIT,-25071.8,USD,BR670,COMPLETED,2.49,WEST,SAVINGS
TXN0003190,CUST8157,ACC702597,2024-03-06,DEBIT,-9598.46,USD,BR296,COMPLETED,23.2,SOUTH,LOAN
TXN0003191,CUST8982,ACC631597,2024-12-22,PAYMENT,51584.97,USD,BR115,COMPLETED,58.44,EAST,
TXN0003192,CUST6198,ACC502642,2024-02-22,WITHDRAWAL,81078.42,EUR,BR525,COMPLETED,40.51,,SAVINGS
TXN0003193,CUST3854,ACC819636,2024-05-04,DEBIT,-28198.42,USD,BR313,COMPLETED,92.98,SOUTH,SAVINGS
TXN0003194,CUST6846,ACC576779,2024-07-09,CREDIT,-36699.02,EUR,BR841,COMPLETED,90.1,NORTH,CHECKING
TXN0003195,CUST4657,ACC112151,2024-04-09,CREDIT,-33484.75,USD,BR383,COMPLETED,83.68,NORTH,SAVINGS
TXN0003196,CUST3872,ACC609754,2024-01-22,DEBIT,28800.21,AUD,BR402,COMPLETED,63.16,WEST,MORTGAGE
TXN0003197,CUST7199,ACC785577,2024-03-07,CREDIT,50757.8,USD,BR304,FAILED,9.05,EAST,LOAN
TXN0003198,CUST6026,ACC802750,2024-09-14,DEBIT,65934.78,USD,BR954,PENDING,33.66,SOUTH,CREDIT
TXN0003199,CUST5825,ACC521216,2024-02-17,CREDIT,57288.48,USD,BR843,COMPLETED,55.4,SOUTH,CHECKING
TXN0003200,CUST3086,ACC542978,2024-08-01,TRANSFER,53203.0,EUR,BR601,FAILED,71.65,CENTRAL,SAVINGS
TXN0003201,CUST3911,ACC908829,2024-06-20,PAYMENT,86391.17,USD,BR205,FAILED,17.97,NORTH,SAVINGS
TXN0003202,CUST1029,ACC157159,2024-01-25,DEBIT,6675.04,EUR,BR119,COMPLETED,72.22,CENTRAL,CHECKING
TXN0003203,CUST7415,ACC417670,2024-07-27,PAYMENT,90328.74,EUR,BR799,COMPLETED,56.08,SOUTH,CHECKING
TXN0003204,CUST1530,ACC545625,2024-05-09,DEBIT,93787.51,USD,BR786,COMPLETED,31.83,CENTRAL,SAVINGS
TXN0003205,CUST3983,ACC371213,2024-07-21,DEBIT,-12359.41,USD,BR631,COMPLETED,84.52,NORTH,CREDIT
TXN0003206,CUST6213,ACC878111,2024-04-10,DEBIT,12695.0,USD,BR362,COMPLETED,5.56,WEST,SAVINGS
TXN0003207,CUST4619,ACC764920,2024-01-02,TRANSFER,70814.91,EUR,BR271,COMPLETED,34.59,NORTH,SAVINGS
TXN0003208,CUST2705,ACC221591,2024-12-15,DEBIT,92901.19,USD,BR439,COMPLETED,9.39,EAST,LOAN
TXN0003209,CUST9129,ACC732958,2024-01-30,DEBIT,99648.52,USD,BR555,PENDING,93.26,SOUTH,CREDIT
TXN0003210,CUST3304,ACC946331,2024-06-25,PAYMENT,44889.3,USD,BR996,COMPLETED,41.53,CENTRAL,CHECKING
TXN0003211,CUST6425,ACC941396,2024-10-31,DEBIT,-46312.18,USD,BR844,COMPLETED,19.69,WEST,SAVINGS
TXN0003212,CUST2274,ACC572142,2024-04-28,TRANSFER,52679.48,USD,BR454,COMPLETED,51.09,SOUTH,LOAN
TXN0003213,CUST4899,ACC626449,2024-08-13,DEBIT,1681.38,USD,BR376,COMPLETED,27.45,NORTH,SAVINGS
TXN0003214,CUST6682,ACC490935,2024-08-21,WITHDRAWAL,99036.5,GBP,BR289,COMPLETED,92.5,CENTRAL,CHECKING
TXN0003215,CUST6234,ACC918941,2024-08-23,DEBIT,20437.57,USD,BR930,COMPLETED,4.74,WEST,CREDIT
TXN0003216,CUST3750,ACC596550,2024-07-01,TRANSFER,63613.66,EUR,BR334,COMPLETED,3.32,CENTRAL,CHECKING
TXN0003217,CUST2453,ACC846610,2024-07-22,TRANSFER,62814.89,USD,BR571,COMPLETED,54.68,NORTH,CREDIT
TXN0003218,CUST6500,ACC451339,2024-10-26,CREDIT,54259.63,USD,BR344,COMPLETED,31.68,SOUTH,SAVINGS
TXN0003219,CUST8317,ACC985174,2024-02-19,DEBIT,11981.22,GBP,BR445,COMPLETED,67.78,WEST,CREDIT
TXN0003220,CUST1186,ACC661013,2024-11-08,CREDIT,-35602.59,EUR,BR315,COMPLETED,7.63,SOUTH,SAVINGS
TXN0003221,CUST5345,ACC482585,2024-10-02,WITHDRAWAL,98631.55,USD,BR804,COMPLETED,50.57,SOUTH,CHECKING
TXN0003222,CUST4435,ACC217096,2024-04-24,PAYMENT,-21618.48,EUR,BR364,PENDING,35.46,SOUTH,CHECKING
TXN0003223,CUST5088,ACC923650,2024-03-08,DEBIT,-31572.11,AUD,BR679,FAILED,28.5,SOUTH,SAVINGS
TXN0003224,CUST2110,ACC287526,2024-02-06,DEBIT,41606.52,USD,BR973,COMPLETED,29.86,SOUTH,CHECKING
TXN0003225,CUST6742,ACC544664,2024-12-16,CREDIT,-23172.04,AUD,BR567,COMPLETED,91.62,SOUTH,CREDIT
TXN0003226,CUST5205,ACC657540,2024-01-12,DEBIT,35786.69,USD,BR228,COMPLETED,52.86,SOUTH,LOAN
TXN0003227,CUST2770,ACC896509,2024-11-29,CREDIT,-7922.33,USD,BR418,PENDING,59.52,NORTH,MORTGAGE
TXN0003228,CUST1020,ACC502099,2024-03-23,DEBIT,65783.98,AUD,BR634,COMPLETED,46.69,NORTH,SAVINGS
TXN0003229,CUST1788,ACC807494,2024-11-02,TRANSFER,56908.71,USD,BR529,FAILED,,EAST,CHECKING
TXN0003230,CUST7323,ACC183895,2024-02-15,CREDIT,-23644.86,USD,BR632,COMPLETED,88.98,CENTRAL,LOAN
TXN0003231,CUST8179,ACC257692,2024-07-31,DEBIT,94378.96,USD,BR733,COMPLETED,92.7,CENTRAL,SAVINGS
TXN0003232,CUST7875,ACC107294,2024-12-15,CREDIT,-16561.97,EUR,BR621,COMPLETED,70.36,CENTRAL,LOAN
TXN0003233,CUST3725,ACC453491,2024-12-17,TRANSFER,26564.31,USD,BR959,COMPLETED,98.51,CENTRAL,CREDIT
TXN0003234,CUST7783,ACC841935,2024-02-07,DEBIT,54580.99,EUR,BR766,,42.73,NORTH,LOAN
TXN0003235,CUST9078,ACC718820,2024-08-28,DEBIT,80056.05,USD,BR765,FAILED,44.11,NORTH,CREDIT
TXN0003236,CUST7204,ACC370361,2024-06-01,TRANSFER,64643.7,AUD,BR866,COMPLETED,,SOUTH,CREDIT
TXN0003237,CUST6754,ACC307212,2024-07-12,CREDIT,78294.24,USD,BR298,PENDING,21.49,EAST,LOAN
TXN0003238,CUST9946,ACC639907,2024-11-07,CREDIT,-22185.53,USD,BR269,COMPLETED,14.73,WEST,MORTGAGE
TXN0003239,CUST7149,ACC952319,2024-01-21,TRANSFER,-13902.05,USD,BR265,COMPLETED,,,SAVINGS
TXN0003240,CUST2661,ACC744371,2024-03-22,PAYMENT,36964.83,USD,BR440,PENDING,36.1,CENTRAL,LOAN
TXN0003241,CUST8855,ACC862974,2024-10-25,TRANSFER,80131.21,USD,BR969,COMPLETED,10.51,WEST,CHECKING
TXN0003242,CUST4695,ACC577090,2024-09-28,DEBIT,-35781.03,USD,BR967,COMPLETED,64.56,SOUTH,MORTGAGE
TXN0003243,CUST3664,ACC556013,2024-04-21,CREDIT,25270.02,EUR,BR989,COMPLETED,68.42,WEST,SAVINGS
TXN0003244,CUST8393,ACC150901,2024-03-02,TRANSFER,-8813.8,USD,BR899,REVERSED,54.78,NORTH,SAVINGS
TXN0003245,CUST2207,ACC587339,2024-01-15,CREDIT,5208.55,,BR326,COMPLETED,54.37,SOUTH,MORTGAGE
TXN0003246,CUST1547,ACC395398,2024-05-14,TRANSFER,-40336.37,EUR,BR444,COMPLETED,10.11,NORTH,SAVINGS
TXN0003247,CUST5831,ACC141779,2024-05-06,DEBIT,30873.44,AUD,BR126,COMPLETED,51.2,WEST,MORTGAGE
TXN0003248,CUST1328,ACC227455,2024-10-04,CREDIT,-25372.01,USD,BR288,FAILED,52.96,NORTH,CHECKING
TXN0003249,CUST6221,ACC613405,2024-05-21,PAYMENT,30815.83,EUR,BR286,COMPLETED,32.13,CENTRAL,SAVINGS
TXN0003250,,ACC582607,2024-02-04,WITHDRAWAL,29475.57,USD,BR558,COMPLETED,10.21,EAST,LOAN
TXN0003251,CUST2715,ACC484936,2024-11-13,CREDIT,88368.52,GBP,BR556,COMPLETED,9.47,CENTRAL,SAVINGS
TXN0003252,CUST2215,ACC152505,2024-07-17,CREDIT,-14144.53,USD,BR367,COMPLETED,57.6,NORTH,SAVINGS
TXN0003253,CUST6600,ACC728441,2024-07-19,PAYMENT,-10808.17,EUR,BR766,PENDING,88.38,NORTH,MORTGAGE
TXN0003254,CUST3787,ACC819729,2024-03-24,DEBIT,-49459.97,EUR,BR505,PENDING,23.25,SOUTH,CHECKING
TXN0003255,CUST7151,ACC487235,2024-03-18,DEBIT,83581.04,USD,BR755,COMPLETED,14.89,SOUTH,CHECKING
TXN0003256,CUST3636,ACC364583,2024-10-17,CREDIT,2073.46,AUD,BR693,FAILED,80.24,WEST,SAVINGS
TXN0003257,CUST2228,ACC546381,2024-02-11,TRANSFER,-16301.3,USD,BR107,COMPLETED,9.11,SOUTH,SAVINGS
TXN0003258,CUST9962,ACC453854,2024-04-13,PAYMENT,-19546.2,GBP,BR297,PENDING,26.29,SOUTH,CHECKING
TXN0003259,CUST2525,ACC807784,2024-03-01,DEBIT,87228.29,USD,BR335,REVERSED,54.22,EAST,SAVINGS
TXN0003260,CUST6536,ACC410529,2024-08-02,DEBIT,25762.95,USD,BR630,PENDING,22.16,EAST,CHECKING
TXN0003261,CUST8909,ACC904083,2024-09-06,CREDIT,14663.87,EUR,BR360,COMPLETED,3.66,EAST,SAVINGS
TXN0003262,CUST1507,ACC958961,2024-01-08,DEBIT,-21382.4,USD,BR603,COMPLETED,4.52,WEST,CREDIT
TXN0003263,CUST8066,ACC124673,2024-09-13,DEBIT,50160.69,USD,BR995,COMPLETED,29.38,WEST,CHECKING
TXN0003264,,ACC669113,2024-01-29,DEBIT,80661.78,,BR213,COMPLETED,43.62,WEST,CHECKING
TXN0003265,CUST8113,ACC380216,2024-07-06,TRANSFER,-48639.26,USD,BR324,COMPLETED,10.91,EAST,LOAN
TXN0003266,CUST3573,ACC287410,2024-07-26,TRANSFER,97578.09,USD,BR588,COMPLETED,56.45,EAST,LOAN
TXN0003267,CUST1877,ACC407484,2024-10-12,TRANSFER,36935.79,EUR,BR109,COMPLETED,95.67,CENTRAL,SAVINGS
TXN0003268,CUST2659,ACC474221,2024-07-07,CREDIT,63251.35,EUR,BR447,COMPLETED,97.84,EAST,CHECKING
TXN0003269,CUST6424,ACC537319,2024-08-01,DEBIT,92683.43,GBP,BR640,COMPLETED,69.45,CENTRAL,CHECKING
TXN0003270,CUST4367,ACC118369,2024-07-20,CREDIT,4043.43,USD,BR605,FAILED,50.86,NORTH,CHECKING
TXN0003271,CUST4112,ACC568472,2024-08-23,TRANSFER,-34960.74,EUR,BR803,COMPLETED,8.55,EAST,SAVINGS
TXN0003272,CUST7705,ACC440401,2024-01-21,DEBIT,74247.75,EUR,BR829,COMPLETED,60.96,CENTRAL,MORTGAGE
TXN0003273,CUST9849,ACC412143,2024-07-15,WITHDRAWAL,25561.83,USD,BR602,COMPLETED,48.91,NORTH,CHECKING
TXN0003274,CUST5346,ACC766876,2024-04-29,DEBIT,57068.8,EUR,BR845,COMPLETED,8.59,EAST,CHECKING
TXN0003275,CUST5612,ACC137345,2024-12-24,DEBIT,48136.67,AUD,BR443,COMPLETED,70.34,,SAVINGS
TXN0003276,CUST5872,ACC724719,2024-07-20,TRANSFER,-36143.22,USD,BR243,REVERSED,20.11,CENTRAL,MORTGAGE
TXN0003277,CUST4891,ACC217108,2024-03-19,DEBIT,-27836.13,USD,BR266,PENDING,21.11,WEST,CHECKING
TXN0003278,CUST2571,ACC474597,2024-02-13,DEBIT,60871.72,USD,BR286,COMPLETED,34.55,WEST,LOAN
TXN0003279,CUST1813,ACC867457,2024-10-19,TRANSFER,5002.9,USD,BR907,FAILED,92.23,NORTH,SAVINGS
TXN0003280,CUST7437,ACC138390,2024-09-19,CREDIT,28676.36,USD,BR184,COMPLETED,77.1,EAST,SAVINGS
TXN0003281,CUST9043,ACC657075,2024-07-20,CREDIT,-24107.14,USD,BR969,COMPLETED,35.58,EAST,SAVINGS
TXN0003282,CUST3516,ACC874562,2024-07-04,WITHDRAWAL,30984.21,EUR,BR799,REVERSED,13.89,SOUTH,LOAN
TXN0003283,CUST1893,ACC515461,2024-07-04,TRANSFER,86083.46,EUR,BR741,COMPLETED,15.39,NORTH,SAVINGS
TXN0003284,CUST6911,ACC360704,2024-01-31,PAYMENT,-2940.68,USD,BR783,FAILED,84.01,WEST,SAVINGS
TXN0003285,CUST1062,ACC283745,2024-06-04,CREDIT,-6174.18,USD,BR264,FAILED,9.93,NORTH,CREDIT
TXN0003286,CUST8005,ACC188129,2024-10-24,DEBIT,43766.03,USD,BR840,COMPLETED,95.08,WEST,MORTGAGE
TXN0003287,CUST2435,ACC660972,2024-05-26,DEBIT,-5291.56,USD,BR146,COMPLETED,,SOUTH,CHECKING
TXN0003288,CUST5825,ACC199166,2024-05-10,CREDIT,7990.21,USD,BR134,FAILED,17.22,CENTRAL,CREDIT
TXN0003289,CUST8869,ACC232177,2024-06-02,PAYMENT,52783.38,AUD,BR851,COMPLETED,34.44,WEST,LOAN
TXN0003290,CUST4271,ACC862091,2024-12-01,DEBIT,28577.73,USD,BR412,COMPLETED,85.31,EAST,SAVINGS
TXN0003291,CUST2589,ACC251670,2024-01-19,WITHDRAWAL,80984.01,EUR,BR112,COMPLETED,45.28,EAST,MORTGAGE
TXN0003292,CUST1421,ACC763664,2024-08-13,CREDIT,30739.85,USD,BR749,COMPLETED,27.09,SOUTH,CHECKING
TXN0003293,CUST4390,ACC617420,2024-08-08,DEBIT,-18364.93,USD,BR253,PENDING,59.64,EAST,LOAN
TXN0003294,CUST3798,ACC552041,2024-07-19,CREDIT,36492.97,AUD,BR319,COMPLETED,70.44,SOUTH,LOAN
TXN0003295,CUST5781,ACC388039,2024-04-10,CREDIT,77655.74,USD,BR777,FAILED,56.34,EAST,CREDIT
TXN0003296,CUST2342,ACC462163,2024-12-16,TRANSFER,31656.24,EUR,BR387,PENDING,55.07,EAST,CHECKING
TXN0003297,CUST8758,ACC580280,2024-06-05,CREDIT,-23436.0,GBP,BR236,COMPLETED,3.37,EAST,SAVINGS
TXN0003298,CUST2892,ACC822460,2024-11-05,TRANSFER,39697.74,USD,BR148,COMPLETED,32.41,NORTH,LOAN
TXN0003299,CUST6052,ACC747224,2024-04-06,DEBIT,47660.03,AUD,BR292,FAILED,25.41,EAST,SAVINGS
TXN0003300,CUST7512,ACC355958,2024-04-25,WITHDRAWAL,-6578.04,USD,BR331,COMPLETED,38.63,WEST,SAVINGS
TXN0003301,CUST8715,ACC965674,2024-10-17,DEBIT,20024.61,USD,BR794,COMPLETED,39.64,SOUTH,CREDIT
TXN0003302,CUST9013,ACC975474,2024-08-01,TRANSFER,81268.21,USD,BR947,COMPLETED,91.13,NORTH,CREDIT
TXN0003303,CUST5341,ACC868278,2024-06-25,CREDIT,-17979.74,USD,BR658,,1.08,WEST,CHECKING
TXN0003304,CUST2493,ACC960341,2024-01-05,DEBIT,-18599.42,EUR,BR590,PENDING,61.04,CENTRAL,LOAN
TXN0003305,CUST9914,ACC648991,2024-06-03,DEBIT,9493.86,USD,BR755,COMPLETED,80.33,NORTH,SAVINGS
TXN0003306,CUST7349,ACC696711,2024-11-27,CREDIT,-13386.95,USD,BR315,REVERSED,49.95,SOUTH,CREDIT
TXN0003307,CUST4029,ACC580687,2024-11-05,DEBIT,77789.52,USD,BR666,COMPLETED,93.37,CENTRAL,CHECKING
TXN0003308,CUST7078,ACC142615,2024-07-11,CREDIT,-5972.99,USD,BR408,COMPLETED,,NORTH,CHECKING
TXN0003309,CUST7249,ACC180253,2024-03-26,CREDIT,-43717.95,USD,BR481,COMPLETED,70.3,CENTRAL,CHECKING
TXN0003310,CUST7052,ACC442452,2024-08-20,TRANSFER,20363.42,EUR,BR886,FAILED,41.3,EAST,SAVINGS
TXN0003311,CUST4056,ACC490904,2024-04-07,PAYMENT,61632.97,USD,BR963,COMPLETED,53.67,NORTH,SAVINGS
TXN0003312,,ACC140147,2024-03-07,CREDIT,95117.1,USD,BR315,COMPLETED,76.8,NORTH,LOAN
TXN0003313,CUST1731,ACC253878,2024-03-27,DEBIT,-27162.67,USD,BR467,PENDING,34.57,EAST,CHECKING
TXN0003314,CUST5313,ACC738953,2024-07-16,DEBIT,65423.16,USD,BR955,COMPLETED,31.98,NORTH,SAVINGS
TXN0003315,CUST8204,ACC858970,2024-03-09,DEBIT,-14657.52,EUR,BR133,COMPLETED,12.93,EAST,SAVINGS
TXN0003316,CUST8619,ACC768796,2024-08-10,DEBIT,-18877.29,USD,BR912,PENDING,26.57,EAST,LOAN
TXN0003317,CUST5315,ACC951943,2024-03-01,DEBIT,83582.53,AUD,BR155,FAILED,15.38,EAST,CREDIT
TXN0003318,CUST4706,ACC206034,2024-02-15,PAYMENT,-3260.54,USD,BR228,COMPLETED,26.49,EAST,SAVINGS
TXN0003319,CUST5400,ACC500464,2024-05-31,TRANSFER,-42634.78,USD,BR199,COMPLETED,29.55,CENTRAL,LOAN
TXN0003320,CUST2009,ACC637533,2024-03-16,DEBIT,73805.71,USD,BR421,COMPLETED,71.18,EAST,SAVINGS
TXN0003321,CUST3476,ACC860636,2024-05-10,DEBIT,-7402.74,EUR,BR779,COMPLETED,77.41,SOUTH,SAVINGS
TXN0003322,CUST2584,ACC182590,2024-04-20,TRANSFER,82941.57,USD,BR845,PENDING,81.5,WEST,CREDIT
TXN0003323,CUST2404,ACC454180,2024-07-29,CREDIT,24941.46,USD,BR521,COMPLETED,99.72,CENTRAL,SAVINGS
TXN0003324,CUST6632,ACC767671,2024-12-06,PAYMENT,35644.48,EUR,BR345,COMPLETED,87.56,EAST,SAVINGS
TXN0003325,CUST9871,ACC885663,2024-03-11,DEBIT,44753.26,AUD,BR656,COMPLETED,44.79,WEST,CREDIT
TXN0003326,CUST7782,ACC416655,2024-06-24,WITHDRAWAL,14966.08,EUR,BR303,COMPLETED,79.84,WEST,CHECKING
TXN0003327,CUST4727,ACC543054,2024-12-01,DEBIT,99810.97,AUD,BR512,COMPLETED,85.33,SOUTH,MORTGAGE
TXN0003328,CUST1999,ACC520205,2024-10-11,DEBIT,-11880.94,AUD,BR486,COMPLETED,82.59,CENTRAL,LOAN
TXN0003329,CUST7342,ACC123470,2024-12-22,DEBIT,47799.68,GBP,BR525,PENDING,64.29,EAST,CHECKING
TXN0003330,CUST9561,ACC292864,2024-06-13,TRANSFER,-16614.55,USD,BR679,COMPLETED,99.52,SOUTH,SAVINGS
TXN0003331,CUST7858,ACC883041,2024-05-16,CREDIT,99583.81,AUD,BR386,,77.35,SOUTH,SAVINGS
TXN0003332,CUST9773,ACC369335,2024-12-10,CREDIT,-44814.59,USD,BR755,COMPLETED,86.42,WEST,SAVINGS
TXN0003333,CUST8779,ACC856646,2024-03-18,DEBIT,91417.75,USD,BR873,PENDING,22.2,WEST,SAVINGS
TXN0003334,CUST4860,ACC784610,2024-02-21,DEBIT,-40840.54,USD,BR293,,3.61,WEST,CHECKING
TXN0003335,CUST8803,ACC878761,2024-12-13,DEBIT,92612.42,USD,BR516,COMPLETED,52.88,NORTH,
TXN0003336,CUST5896,ACC183134,2024-09-20,PAYMENT,-35311.8,USD,BR992,COMPLETED,97.72,SOUTH,CHECKING
TXN0003337,CUST2293,ACC977504,2024-09-19,CREDIT,11807.29,USD,BR446,COMPLETED,17.21,EAST,CHECKING
TXN0003338,CUST7468,ACC554489,2024-11-21,DEBIT,65290.52,,BR619,COMPLETED,92.25,EAST,MORTGAGE
TXN0003339,CUST1568,ACC222080,2024-01-21,DEBIT,14729.93,USD,BR484,COMPLETED,65.88,WEST,CHECKING
TXN0003340,CUST9226,ACC932196,2024-09-30,WITHDRAWAL,97709.88,EUR,BR848,COMPLETED,97.37,NORTH,LOAN
TXN0003341,CUST9467,ACC300952,2024-09-09,DEBIT,95664.15,USD,BR737,REVERSED,31.74,SOUTH,CHECKING
TXN0003342,CUST3415,ACC698626,2024-10-31,PAYMENT,28624.23,GBP,BR411,COMPLETED,64.04,CENTRAL,CREDIT
TXN0003343,CUST2970,ACC373652,2024-12-17,DEBIT,4424.97,USD,BR731,PENDING,23.69,CENTRAL,SAVINGS
TXN0003344,CUST8357,ACC417929,2024-11-12,TRANSFER,-2276.93,USD,BR172,COMPLETED,37.59,NORTH,SAVINGS
TXN0003345,CUST3832,ACC745483,2024-02-20,PAYMENT,-39144.42,GBP,BR720,REVERSED,99.15,CENTRAL,SAVINGS
TXN0003346,CUST3738,ACC639009,2024-11-14,DEBIT,62519.56,USD,BR690,FAILED,46.78,EAST,CHECKING
TXN0003347,CUST4471,ACC665347,2024-07-27,PAYMENT,30013.27,AUD,BR591,COMPLETED,87.44,SOUTH,MORTGAGE
TXN0003348,CUST4157,ACC995739,2024-03-16,CREDIT,-306.4,EUR,BR655,COMPLETED,72.82,,SAVINGS
TXN0003349,CUST3067,ACC932279,2024-11-23,DEBIT,42298.21,USD,BR811,COMPLETED,96.24,WEST,SAVINGS
TXN0003350,CUST1699,ACC355592,2024-05-02,WITHDRAWAL,88964.83,USD,BR996,,97.82,NORTH,LOAN
TXN0003351,CUST7936,ACC827981,2024-06-08,DEBIT,92698.15,USD,BR428,COMPLETED,29.08,EAST,SAVINGS
TXN0003352,,ACC937764,2024-12-30,CREDIT,-27160.47,USD,BR972,COMPLETED,,CENTRAL,MORTGAGE
TXN0003353,CUST8133,ACC151203,2024-02-13,WITHDRAWAL,84259.68,EUR,BR810,COMPLETED,75.15,SOUTH,LOAN
TXN0003354,CUST4308,ACC492415,2024-12-02,PAYMENT,2799.3,AUD,BR216,REVERSED,34.95,NORTH,CREDIT
TXN0003355,CUST3422,ACC701186,2024-11-03,CREDIT,64571.15,USD,BR959,COMPLETED,69.26,WEST,CREDIT
TXN0003356,CUST5225,ACC595890,2024-10-19,CREDIT,-34386.21,EUR,BR325,COMPLETED,13.68,EAST,CHECKING
TXN0003357,CUST6238,ACC325663,2024-12-15,CREDIT,-49725.08,EUR,BR826,COMPLETED,,NORTH,SAVINGS
TXN0003358,CUST2097,ACC897671,2024-07-13,TRANSFER,-3170.19,USD,BR758,FAILED,51.11,CENTRAL,CHECKING
TXN0003359,CUST2425,ACC558170,2024-05-14,CREDIT,14048.43,USD,BR417,COMPLETED,97.58,SOUTH,SAVINGS
TXN0003360,,ACC388134,2024-04-22,DEBIT,-44542.24,USD,BR400,,71.24,NORTH,CHECKING
TXN0003361,CUST7510,ACC883149,2024-04-12,WITHDRAWAL,59667.15,USD,BR920,COMPLETED,32.92,CENTRAL,LOAN
TXN0003362,CUST6343,ACC822325,2024-10-13,DEBIT,66120.61,EUR,BR422,COMPLETED,77.01,SOUTH,MORTGAGE
TXN0003363,CUST5525,ACC916116,2024-06-22,DEBIT,62118.57,USD,BR843,COMPLETED,27.97,EAST,CREDIT
TXN0003364,CUST9514,ACC294734,2024-05-02,TRANSFER,60965.96,AUD,BR428,COMPLETED,81.99,NORTH,CREDIT
TXN0003365,CUST8506,ACC390302,2024-03-09,DEBIT,68557.26,,BR353,COMPLETED,72.45,CENTRAL,SAVINGS
TXN0003366,CUST1202,ACC625927,2024-05-24,PAYMENT,-22601.58,EUR,BR812,COMPLETED,83.84,EAST,CHECKING
TXN0003367,CUST9561,ACC804055,2024-08-23,TRANSFER,8419.9,EUR,BR265,COMPLETED,88.4,CENTRAL,SAVINGS
TXN0003368,CUST7874,ACC147964,2024-04-05,DEBIT,-49080.91,USD,BR710,PENDING,43.53,NORTH,MORTGAGE
TXN0003369,CUST2843,ACC733992,2024-07-06,CREDIT,12825.85,USD,BR499,PENDING,85.11,WEST,LOAN
TXN0003370,CUST7790,ACC518036,2024-12-07,CREDIT,-47361.88,EUR,BR609,COMPLETED,99.2,SOUTH,CHECKING
TXN0003371,CUST3451,ACC290065,2024-01-30,DEBIT,-34414.42,USD,BR609,FAILED,75.77,CENTRAL,LOAN
TXN0003372,CUST3428,ACC811152,2024-07-05,TRANSFER,,USD,BR294,COMPLETED,55.08,WEST,LOAN
TXN0003373,CUST2641,ACC398752,2024-09-29,TRANSFER,49018.37,EUR,BR603,,17.06,SOUTH,SAVINGS
TXN0003374,CUST2730,ACC385925,2024-04-30,PAYMENT,-20112.26,USD,BR973,COMPLETED,19.64,NORTH,SAVINGS
TXN0003375,CUST2654,ACC105296,2024-04-25,DEBIT,74396.7,USD,BR422,COMPLETED,49.46,WEST,SAVINGS
TXN0003376,CUST5687,ACC526962,2024-05-05,TRANSFER,43638.93,USD,BR695,PENDING,78.25,WEST,LOAN
TXN0003377,CUST9775,ACC317198,2024-05-13,TRANSFER,86352.13,USD,BR419,COMPLETED,54.73,SOUTH,CHECKING
TXN0003378,CUST6633,ACC119628,2024-04-13,TRANSFER,57858.35,USD,BR992,COMPLETED,,SOUTH,LOAN
TXN0003379,CUST7732,ACC920039,2024-01-18,DEBIT,83681.2,USD,BR259,COMPLETED,,NORTH,CHECKING
TXN0003380,CUST5327,ACC534451,2024-12-19,WITHDRAWAL,-29885.36,USD,BR654,COMPLETED,21.68,EAST,MORTGAGE
TXN0003381,CUST7275,ACC789137,2024-05-03,DEBIT,-3160.46,USD,BR314,COMPLETED,39.32,EAST,CHECKING
TXN0003382,CUST8955,ACC236070,2024-02-09,DEBIT,-39111.29,EUR,BR190,PENDING,82.04,EAST,CHECKING
